name	size	data_type
How_to子供に時計の読み方を教える	4	train
How_to円グラフの作成	1	train
How_to面接で自己紹介をする	3	train
How_toさつまいもを調理する	4	train
How_toパイナップルを切る	3	train
How_to釣り用ラインをスプールに巻く	3	train
How_toウィスキーを楽しむ	5	train
How_to犬の痛みを見分ける	2	train
How_toチョコレートを作る	2	train
How_to読書力を伸ばす	3	train
How_toお尻を小さくする	2	train
How_toストリッパーになる	4	train
How_toセージを焚いて浄化する	2	train
How_toキスマークを偽造する	3	train
How_toラブソングを作る	2	train
How_toAndroidのセーフモードを解除する	3	train
How_to地球環境を守る	5	train
How_to聞く技術を身につける	3	train
How_to自分で子宮口の内診をする	2	train
How_toイースターエッグを染める	3	train
How_toバラを描く	2	train
How_toセルフディフェンス「急所術」を身につける	3	train
How_toストレスボールを作る	2	train
How_toスペアリブをタレに漬ける	3	train
How_to車の中で快適に眠る	4	train
How_to猫が妊娠しているか調べる	3	train
How_to成功するための計画を立てる	4	train
How_to良い祖父母になる	2	train
How_to自宅で切り傷を手当てする	4	train
How_toインラインスケートをする	3	train
How_to女の子にはじめてキスをする	3	train
How_toプログラミングを学ぶ	3	train
How_to重曹とアルミ箔でシルバーを磨く	3	train
How_to割れた腹筋を作る（女性向け）	2	train
How_to魅力的になる	3	train
How_to歌手になる	3	train
How_to昇給の割合（％）を計算する	2	train
How_to自宅でヨガをする	4	train
How_to忘れられない好きな人を忘れる	3	train
How_toマジックをする	4	train
How_to一緒にいて楽しい人になる	3	train
How_toブルーチーズが腐っているか判断する	3	train
How_to猫を撫でる	3	train
How_toUSBメモリをフォーマットする	2	train
How_toブレーキホースのエアを抜く	3	train
How_toアクリル樹脂で人工爪を作る	4	train
How_to燃料噴射装置（フューエルインジェクター）の洗浄	1	train
How_to年収額を計算する	3	train
How_to配偶者の偉そうな態度に立ち向かう	3	train
How_to夏休み中の暇をつぶす	6	train
How_toパーセンテージを計算する	3	train
How_to家庭療法でシミを消す	4	train
How_toハリネズミを飼育する	4	train
How_toiPhoneから削除されたメッセージを復元する	2	train
How_toモルモットの妊娠を見分ける	3	train
How_to壊れたファスナーを直す	5	train
How_to疲れずに走る	4	train
How_to映画をダウンロードする	3	train
How_toお尻を大きくする	3	train
How_toExcelでスプレッドシートを作成する	1	train
How_to2進数を計算する	3	train
How_to飼い犬にウサギを引き合わせる	4	train
How_toタンブラーのブログを削除する	1	train
How_to勉強に集中する	4	train
How_to指にできたやけどの水ぶくれを手当てする	3	train
How_to勉強への集中力を高める	2	train
How_to恋愛関係なしに幸せな人生を送る	4	train
How_toお正月の準備	2	train
How_to面接後に選考状況について尋ねる	3	train
How_toより速く走る	5	train
How_to新型コロナウイルスに備える	4	train
How_toラバーカップを使わずにトイレ詰まりを解消する	4	train
How_to喫煙の悪影響を覆す	3	train
How_to新型コロナウイルスによる外出禁止を守る	3	train
How_to過去世を思い出す	3	train
How_to念力をひき出す	4	train
How_to家で退屈な時に楽しく過ごす	3	train
How_to旅行の計画を立てる	4	train
How_to紙で立体的な雪の結晶を作る	1	train
How_to閉まらなくなったチャックを修理する	3	train
How_toフォークとナイフを使う	3	train
How_toキスが上手になる	4	train
How_to新しいフェイスブックアカウントを作る	2	train
How_to試験直前に勉強する	3	train
How_to犬に心肺蘇生法_(CPR)_を施す	2	train
How_toゴールデンハムスターを飼育する	4	train
How_to1ヶ月でシックスパックを手に入れる	2	train
How_to冷凍の芽キャベツをオーブンで焼く	3	train
How_to複数のFacebookページを一つにまとめる	2	train
How_to犬の肛門腺を絞る	2	train
How_toアイラッシュカーラーを温める	2	train
How_to自転車に乗る	3	train
How_toジュースの缶で喫煙パイプを作る	2	train
How_to遊び用の紙幣を作る	3	train
How_to女の子の気持ちが分からなくても好きだと伝える	3	train
How_toバターを柔らかくする	5	train
How_to着床出血かどうか判断する	2	train
How_to男性を落とす	1	train
How_to不幸を断ち切る	3	train
How_to折り紙で手裏剣を作る	3	train
How_to簡単にお金を稼ぐ	4	train
How_to無線ルーターを設定する	4	train
How_to野菜を蒸す	4	train
How_to電話が盗聴されているか調べる	5	train
How_toアメリカツタウルシを見分ける	2	train
How_to松の木を栽培する	3	train
How_to一晩でニキビを治す	3	train
How_to90年代風のファッションを楽しむ	3	train
How_toプロポーズする	1	train
How_to乳児の沐浴	3	train
How_to彼をたまらなく夢中にさせる	3	train
How_to顔を洗う	3	train
How_toリボンで蝶結びをつくる	6	train
How_to家に迷い込んだハチを追い出す	3	train
How_toアンティーク風の紙を作る	4	train
How_to漫画の描き方を学び、自分のタッチを確立する	1	train
How_toアルファベットで美しい署名を書く	2	train
How_to庭にミツバチを呼び寄せる	2	train
How_to若くしてお金持ちになる	3	train
How_toインク汚れを服から落とす	3	train
How_to早く体重を増やす（女性向け）	3	train
How_toハムスターを飼育する	6	train
How_to睾丸の腫れや痛みを治す	3	train
How_to定年後に社会貢献をする	2	train
How_to妊娠中にお風呂に入る	2	train
How_toアメリカで仕事を見つける	4	train
How_to除光液を使わずにネイルを落とす	4	train
How_to加重平均を計算する	4	train
How_toささくれを治す	2	train
How_to手首をポキポキ鳴らす	4	train
How_toフルートを演奏する	3	train
How_toグレービーソースを作る	3	train
How_to犬にお手を教える	2	train
How_to小論文の冒頭に引用文を使う	3	train
How_to一時的なタトゥーシートを自作する	1	train
How_to防犯タグを外す	6	train
How_to成功者になる	4	train
How_to星を描く	4	train
How_to服についたファンデーションをおとす	3	train
How_toどんな男性でも惹きつける	4	train
How_toバス・トイレの掃除をする	3	train
How_to母乳の分泌量を増やす	2	train
How_to貧血を防ぐ	3	train
How_to６つに割れた腹筋を作る	4	train
How_toURLをリダイレクトする	4	train
How_toPDFファイルからページを削除する	4	train
How_to助言を求めて手紙を書く（英文レター編）	3	train
How_to美脚を作る（女性用）	3	train
How_to花を植える	3	train
How_toEXEファイルをMacで開く	2	train
How_toストローで鯱を作る	2	train
How_toヨガかピラティスか選ぶ	3	train
How_to良い主婦になる	4	train
How_toライフハックを使う	10	train
How_to誰かを好きになるのをやめる	3	train
How_to新型コロナウイルス感染拡大中でも心の健康を保つ	3	train
How_to高音を出す	3	train
How_toヘルペスの処置	3	train
How_toコバエを退治する	4	train
How_toサッカーボールを描く	3	train
How_toレンガを掃除する	3	train
How_to（米国で）学校心理学士になる	3	train
How_to指笛を吹く	2	train
How_toソーセージを調理する	4	train
How_toブート可能なUSBメモリを作成する	5	train
How_toストレッチ	2	train
How_toシュリンキーディンクで遊ぶ	3	train
How_to肉割れを薄くする	3	train
How_to牛乳からバターミルクを作る	2	train
How_to手相占いをする	3	train
How_to嗅覚を高める	3	train
How_to体脂肪を落とす	4	train
How_to犬の食物繊維不足を補う	2	train
How_toiCloudのアカウントを変更する	2	train
How_to宿題をこなす	4	train
How_to鶏肉を焼く	3	train
How_to子猫の世話をする	4	train
How_toニキビを早く自然に治す	4	train
How_to家族宛ての手紙の宛名を英語で書く	3	train
How_toレオナルド・ダ・ヴィンチのように考える	3	train
How_toお餅を作る	1	train
How_toコマンドプロンプトを使ってWiFiアクセスポイントを作成する	1	train
How_to犬の知能をテストする	2	train
How_toPDFファイルからページを抽出して新しいPDFファイルを作成する	6	train
How_toフルーツサラダを作る	3	train
How_to靴下を繕う	2	train
How_to小児性愛者を割り出す	2	train
How_to生理を遅らせる	2	train
How_to浪費をやめる	3	train
How_to夢精を止める	3	train
How_to妊娠した犬の世話をする	5	train
How_to樫の木をドングリから育てる	3	train
How_to夏を涼しく過ごす	4	train
How_toKikアカウントを停止する	3	train
How_toUbuntuにWineをインストールする	2	train
How_toマジックミラーを見分ける	2	train
How_to利息の返済額を計算する	3	train
How_to自家製の歯磨き粉でホワイトニングする	5	train
How_to児童書を書く	5	train
How_to大容量の動画ファイルをメールで送る	3	train
How_to（米国で）身分を変える	3	train
How_to無料でビジネスを広告する	3	train
How_toネットショップを開業する	4	train
How_to良い姉になる	3	train
How_to電子レンジで卵料理を作る	4	train
How_to死にかけているベタを救う	6	train
How_to学校のストレスに対処する	3	train
How_to他人の妊娠を見分ける	2	train
How_toクランチ運動を行う	3	train
How_to姉に優しく接してもらう	4	train
How_to猫の出産支援をする	3	train
How_to英文レターの書式を整える	4	train
How_to脚を細くする	4	train
How_to男らしさを身につける	3	train
How_to彼氏の誕生日を祝う	3	train
How_to便秘を防ぐ	3	train
How_toねこのプシーンを描く	1	train
How_toコーヒーで髪の手入れをする	2	train
How_to男子に好印象を与える	3	train
How_to犬の喧嘩を止める	3	train
How_toうさぎをなでる	2	train
How_toSpotifyで音楽をダウンロードする	2	train
How_to高齢者への虐待を防ぐ	3	train
How_to年賀状を書く	4	train
How_to彼女が浮気をしているか知る	3	train
How_to乳児の便秘を防ぐ	3	train
How_to自家製ワインを造る	3	train
How_to鶏肉をさく	3	train
How_to学校を休む	4	train
How_toビンのラベルをはがす	5	train
How_toVCFファイルを開く	4	train
How_toポートを開く	3	train
How_toMicrosoft_Wordにフォントを追加する	2	train
How_toこどもの舞台メイク	3	train
How_to数学を勉強する	3	train
How_toペットボトル蚊取り器を作る	3	train
How_to自己紹介のスピーチを書く	4	train
How_toヘリコバクター・ピロリ（ピロリ菌）を自然に治す	4	train
How_toコクゾウムシ（穀物の害虫）を駆除する	2	train
How_to5年計画を立てる	3	train
How_to生涯クリーンな食事をとる	3	train
How_toラベンダーを種から育てる	3	train
How_toInstagramアカウントの作成	3	train
How_to綺麗でスベスベのお肌を手に入れる	1	train
How_toブヨにかまれた痛みを和らげる	3	train
How_to小規模事業を始める	6	train
How_to外出禁止に対処する	4	train
How_to経費節約率を計算する	2	train
How_to韓国語で「愛してる」と言う	3	train
How_toTwitterアカウントを作成する	2	train
How_toSamsungスマートテレビでアプリをダウンロードする	3	train
How_toアロエベラジェルでニキビを消す	2	train
How_to抜け毛を防ぐ	4	train
How_toバラを種から育てる	3	train
How_to妻や夫をもう一度愛す	3	train
How_toInstagramのアップデート	3	train
How_to大きいおでこを隠す	3	train
How_to太ももの脂肪を落とす	3	train
How_to経費の計算	3	train
How_to鶏胸肉を焼く	3	train
How_toノートをとる	3	train
How_toマイナス思考をコントロールする	3	train
How_to株式投資の	3	train
How_to家の掃除をする	6	train
How_toLinuxでサービスを再起動する	1	train
How_toアルファ男性になる	4	train
How_to一日中いい匂いでいる	4	train
How_toPDFファイルを結合する	3	train
How_toiPadに映画を追加する	3	train
How_to社交的になる	4	train
How_toジムに行くやる気を起こす	3	train
How_to生姜の保存	5	train
How_to食用キノコを見分ける	4	train
How_toセメントを配合する	2	train
How_toお粥を作る	4	train
How_toISOイメージファイルを開く	1	train
How_toセックスする心の準備ができているかどうかを確認する	3	train
How_toニキビを早く治す	3	train
How_to遊び人を落とす	3	train
How_to犬種を判別する	2	train
How_toカラスのポーズをする	2	train
How_toブラウザのプライベートモードを有効にする	9	train
How_to親知らずの生えはじめを知る	3	train
How_toドーパミンを増やす	3	train
How_to身の回りにあるもので喫煙パイプを作る	5	train
How_to自分自身を尊重する	4	train
How_toビットコインを受け取る	3	train
How_to電気毛布を洗う	3	train
How_to記憶力を高める	4	train
How_toリンゴの変色を防ぐ	2	train
How_to目標を設定して達成する	3	train
How_to1日のスケジュールに従って行動する	4	train
How_to髪の健康を取り戻す	3	train
How_to株価収益率を計算する	2	train
How_toマニュアル車を運転する	4	train
How_toヨガで平らなお腹をつくる	3	train
How_toローズマリーを育てる	3	train
How_to新型コロナウイルス感染拡大中に安全に買い物する	3	train
How_toボングでタバコを吸う	3	train
How_to緊張性頭痛を和らげる	4	train
How_to腹痛を治す	4	train
How_to論文や記事に効果的なタイトルをつける	3	train
How_to速読できるようになる	3	train
How_to毒親の心理的虐待に対処する	4	train
How_to自己の探求	4	train
How_to血液型を調べる	1	train
How_toダッチオーブンを使う	2	train
How_toビタミンEで髪をケアする	2	train
How_toパソコンからハードディスクを取り外す	1	train
How_to両親の離婚に対処する	3	train
How_to議論する	3	train
How_to犬の爪を切る	2	train
How_toアロエベラを育てる	2	train
How_toモルモットを飼育する	4	train
How_toExcelでドロップダウンリストを作成する	2	train
How_to自撮りが上手くなる	3	train
How_to良い親になる	3	train
How_to緊急時に建物から避難する	3	train
How_toアロエベラジェルを取り出す	2	train
How_to魅力的な女性になる	4	train
How_to犬の寄生虫を見分ける	3	train
How_to宿題がしたくなる	1	train
How_toアーモンドオイルを作る	3	train
How_to人の外見を伝える	3	train
How_to自分が同性愛者かどうかを知る	3	train
How_toSiri（シリ）を使いこなす	3	train
How_to好きな人に気持ちを伝える	3	train
How_toアダルトサイトをブロックする	5	train
How_to靴下で人形を作る	3	train
How_to猫との絆を深める	2	train
How_to恋人と別れるべきか知る	4	train
How_toビーフジャーキーを作る	3	train
How_to腹筋を鍛える（十代女子向け）	1	train
How_toビキニラインを美白する	3	train
How_toケンネルコフを治療する	2	train
How_toワサビを栽培する	3	train
How_to外国でおすしを食べる	3	train
How_toアボカドを熟成する	3	train
How_to好きな男の子に話しかける	3	train
How_to餌を食べないカメに対処する	3	train
How_toタイヤを交換する	1	train
How_toローズウォーターを使って肌を美しくする	3	train
How_toスナップチャット（Snapchat）でスクリーンショットを撮る	2	train
How_to炭焼きグリルを使う	1	train
How_toテスト勉強をする	6	train
How_to猫の世話をする	4	train
How_toサビを落とす	8	train
How_to一晩で願いを叶える	3	train
How_to猫にお手を教える	2	train
How_to水を節約する	5	train
How_to自動車タイヤの交換時期を知る	1	train
How_to度（°）記号の入力	4	train
How_to女の子を惹きつける	2	train
How_toコンビニでバイトする	2	train
How_toGmailアカウントなしでYouTubeを使用する	2	train
How_to熱を加えずに髪の毛をストレートにする	3	train
How_to高齢者のケアをする	3	train
How_toボング（水パイプ）を使う	5	train
How_toペアレンタルコントロールを無効にする	8	train
How_to介護施設を選ぶ	2	train
How_toブースターケーブルを取付ける	1	train
How_to話し上手になる	4	train
How_to妊娠したふりをする	2	train
How_to夏の間に肌をケアする	3	train
How_to乳児のしゃっくりを緩和する	4	train
How_to学生をやる気にさせる	2	train
How_to包丁を安全に処分する	2	train
How_to芝生のタンポポを除去する	3	train
How_to初恋の相手を諦める	3	train
How_to彼が本当に愛してくれているか知る	3	train
How_toにんにくの栽培	3	train
How_toカッコよくなる（男性用）	5	train
How_to写真写りを良くする	3	train
How_to魚の生死を確認する	3	train
How_to服に付いたガムを取る	15	train
How_toゴルフクラブをカスタマイズする	3	train
How_toカナダへ移住する	2	train
How_to自然に面白く振る舞う	3	train
How_to原色から茶色を作る	3	train
How_toヒップディップスをなくす	2	train
How_toデイトレードで失敗しない	3	train
How_toブログで収入を得る	3	train
How_toずる休みをする	2	train
How_to停止したフェイスブックアカウントを再開する	2	train
How_to絵の具を混ぜて色を作る	3	train
How_to凧を作る	3	train
How_toしおり・ブックマークを作る	7	train
How_to毛穴の黒ずみを除去する	4	train
How_to速やかに血圧を下げる	3	train
How_to打撲によるあざを早く消す	3	train
How_to友人と絶交する	2	train
How_to素晴らしい生徒になる	4	train
How_toミュースリを楽しむ	2	train
How_toプラグコードの点検	3	train
How_toお酒の酔いを早く覚ます	3	train
How_to笑顔を作る	3	train
How_to筋損傷の治療	3	train
How_toセキセイインコに餌を与える	2	train
How_toカプセルホテルの利用	2	train
How_to交際相手がいる女性の気を引く	3	train
How_toスーパーでバイトする	2	train
How_toアルカリ水を作る	3	train
How_to3次多項式を因数分解する	2	train
How_to説得力のあるエッセイを書く	1	train
How_toゴリラグルーを落とす	3	train
How_to自分への好意に気付く	3	train
How_toヨーガの瞑想を行う	3	train
How_to家の中のアリを駆除する	3	train
How_toおむつの交換	4	train
How_to肺活量を増やす	3	train
How_toタペストリーを壁に掛ける	6	train
How_toLinuxのターミナルでテキストファイルの作成編集を行う	4	train
How_to仮病で仕事を休む	3	train
How_to早く長い髪を手に入れる	4	train
How_to（初心者用）かぎ針編みで帽子を編む	3	train
How_toベタの性別を見分ける	2	train
How_to有名人とデートする	4	train
How_to紙のカゴを作る	2	train
How_toUbuntuのアンインストール	2	train
How_to自分を無視する相手に対処する	4	train
How_to軸付きコーンを作る	3	train
How_to洗濯機を掃除する	3	train
How_toボランティアの仕事を求めて手紙を書く（英文レター編）	3	train
How_toアイラインをきれいに落とす	4	train
How_to胃潰瘍の症状を識別する	2	train
How_to離岸流から脱出する	1	train
How_to髪を究極に速く長く伸ばす	3	train
How_to採用面接を断る	3	train
How_to許しを請う	3	train
How_to毛穴の黒ずみを防ぐ	2	train
How_to一晩でニキビの赤みを取る	3	train
How_to錆や腐食を取り除く	5	train
How_toAdBlockを無効にする	3	train
How_to革の車のシートを直す	4	train
How_to（トランスジェンダー向け）女の子らしく着飾る	2	train
How_to確率の計算	4	train
How_toスイカウォッカを作る	3	train
How_toグーグル・クロームからネット広告を削除する	3	train
How_to果物とヨーグルトでスムージーを作る	4	train
How_to片思いの相手に気持ちを伝える	4	train
How_to猫を描く	4	train
How_to食用油の処理	2	train
How_to友達がゲイかどうか見分ける	3	train
How_to自分の気持ちを表現する	3	train
How_to短期間で中性脂肪を下げる	3	train
How_to自家製の猫駆除剤を作る	5	train
How_toカーペットの赤ワインのシミを取る	5	train
How_toInstagramの画像を保存する	3	train
How_to豊かな人生を送る	3	train
How_toSkypeの表示名を変える	2	train
How_toアパートからゴキブリを駆除する	4	train
How_to手首を鍛え太くする	2	train
How_to起業する	5	train
How_to遠距離恋愛を成功させる	3	train
How_toより速く泳ぐ	3	train
How_toiPad_のiOSソフトウェアを更新する	2	train
How_toお酒に酔わない	3	train
How_toグラム染色をする	3	train
How_to自動車バッテリーの点検	3	train
How_to自己催眠をかける	3	train
How_to子供の頭痛に対処する	4	train
How_to薬品を使わずにノミを退治する	4	train
How_to猫の虫下しをする	4	train
How_toボクシンググローブの手入れをする	3	train
How_to猫に薬を飲ませる	6	train
How_to猫のトイレトレーニングをする	5	train
How_toビールをショットガン飲みする	2	train
How_to紙でヘビを作る	3	train
How_to水槽の掃除をする	2	train
How_toサメから身を守る	3	train
How_to女の子にモテる男になる	3	train
How_to車の内装に付着したグリースとオイルを取り除く	4	train
How_toギターの弦を交換する	2	train
How_to服に付いた体臭を取り除く	3	train
How_to利息を計算する	3	train
How_to蛆の駆除	3	train
How_toゴー・フィッシュを遊ぶ	3	train
How_toラベンダーオイルを作る	2	train
How_toクレープを作る	4	train
How_toオンライン上でお金を稼ぐ	4	train
How_to映画の脚本を書く	3	train
How_to10代にふさわしい体型を手に入れる	3	train
How_toDAWN（ドーン）の食器用洗剤でノミを駆除する	2	train
How_toチアシードの摂取	4	train
How_to英語で俳句を書く	4	train
How_to自分を無視する友達に立ち向かう	2	train
How_toチャーハンを作る	4	train
How_toお尻を叩いて叱る	2	train
How_to自分を愛してくれない人を愛するのをやめる	4	train
How_toウォータースライダーを手作りする	3	train
How_to背中の脂肪を落とす	2	train
How_toオオスズメバチを駆除する	3	train
How_to助けを求める	3	train
How_toおにぎりを作る	1	train
How_to愛する	3	train
How_to姉妹と仲良くする	3	train
How_toアロエベラを葉から育てる	3	train
How_toスライムを手作りする	3	train
How_toホウ砂を使わずにスライムを作る	4	train
How_to発情期の猫を見分ける	2	train
How_to声に磨きをかける	4	train
How_to情熱的なキスをする	3	train
How_toYouTubeでの効果的なネーミング	1	train
How_toWindows_7をインストールする_（初心者向け）	6	train
How_toブドウを栽培する	2	train
How_to顔のシミを消す	4	train
How_to人生の目標を定める	3	train
How_to終活を進める	2	train
How_to恋に落ちるのを避ける	3	train
How_toホワイトボードを綺麗にする	2	train
How_to銃に撃たれないようにする	4	train
How_to妊娠中に減量する	2	train
How_to赤ちゃんが朝まで眠る	3	train
How_to携帯電話を使ってノートパソコンをインターネットに接続する	4	train
How_toFacebookで自分のプロフィールへの訪問者を確認する	2	train
How_toアイロン接着アップリケ・ワッペンをつける	3	train
How_toコンクリートの錆びを落とす	3	train
How_to雌犬が繁殖期に達しているかどうかを見極める	3	train
How_to傷んだ卵を見極める	3	train
How_to肩部のストレッチをする	2	train
How_toYouTubeで有名になる	3	train
How_toAndroid端末からSDカードへ写真を移動する	2	train
How_to自分の魅力を引き出す服を選ぶ（女子用）	1	train
How_toヒマワリの種を蒔く	3	train
How_to動画を回転させる	4	train
How_toデンタルフロスを使う	1	train
How_to優秀な生徒になる	3	train
How_to夜光塗料を作る	2	train
How_toYouTubeに動画をアップロードする	3	train
How_toシャンパンボトルを開ける	2	train
How_to牛乳を飲んで健康になる	1	train
How_to普通に暮らす	2	train
How_to財布をなくした時の対処	3	train
How_to良い成績を取る	6	train
How_to幸せな恋愛関係を築く	2	train
How_to髪を短く切り過ぎた時の対処	3	train
How_to折り紙で箱を作る	2	train
How_toゼラニウムを育てる	2	train
How_to舌でさくらんぼの柄を結ぶ	3	train
How_to数学が得意になる	3	train
How_toパートで働く	3	train
How_to子供の創造力を伸ばす	3	train
How_to人に無視されている時の対処	3	train
How_toベビーシッターを見つける	3	train
How_to釘を使わずに壁に棚を取り付ける	2	train
How_toコマンドプロンプトでファイルをコピーする	4	train
How_toビジネスカジュアルの服装を選ぶ	3	train
How_to標準偏差を計算する	3	train
How_to重層で歯を白くする	2	train
How_to自分の前で緊張する男性が自分に好意を持っているかを判断する	3	train
How_to1週間で色つやの良い肌にする	4	train
How_to映画評論を書く	3	train
How_to将来お金持ちになる	3	train
How_toテキストメッセージを使用してデートに誘う	4	train
How_toコーヒーメーカーを使う	3	train
How_to捻挫の処置	3	train
How_to男性からの誘いに答える	3	train
How_to聴診器を使う	7	train
How_toJello（ゼリー）にフルーツを入れてデザートを作る	4	train
How_to美しく滑らかで艶やかなストレートヘアを手にいれる	3	train
How_toPDFファイルを作成する	4	train
How_toラベンダーを収穫する	2	train
How_to胸筋を大きく鍛える	3	train
How_to志望理由書を書く	3	train
How_toカタツムリにエサをやる	2	train
How_toADHDの子供を育てる	4	train
How_toスイカを栽培する	3	train
How_to口を描く	4	train
How_to自然の力でネズミを駆除する	3	train
How_to切り花を長持ちさせる	3	train
How_to死者と会話をする	3	train
How_toラップの歌詞を書く	1	train
How_to傷心の友達を癒す	3	train
How_to勝手に沈むオフィスチェアを修理する	2	train
How_toテキストメッセージで女子をデートに誘う	3	train
How_to新年を気持ちよく始める	4	train
How_toYouTube動画をダウンロードする	3	train
How_toタバコを嗜む	4	train
How_to豚ヒレ肉の直火焼き	4	train
How_toプレゼントをラッピングする	4	train
How_to寂しさの取り扱い	4	train
How_toハトを追い払う	3	train
How_to手書きが上手くなる	2	train
How_to家の中のペットの臭いをとる	3	train
How_to猫を連れて車で移動する	2	train
How_to鶏肉を解凍する	3	train
How_to非常用持ち出し袋を準備する	3	train
How_toGmailを送信者別に整理する	2	train
How_toポケットビリヤードを楽しむ	2	train
How_toクルミを植える	3	train
How_to抗生剤による腹痛を防ぐ	2	train
How_toノートパソコンを水濡れトラブルから救う	1	train
How_toスーパーブレインヨガを実践する	3	train
How_to年金を受給する	4	train
How_to別れた恋人とよりを戻す	3	train
How_toクールホイップのアイシングを作る	7	train
How_toベーコンが傷んでいるか判断する	3	train
How_to第二言語の英語を初心者に教える	3	train
How_toすぐに涙を出す	3	train
How_toビタミンC摂取量を増やす	3	train
How_to彼氏がいることを両親に打ち明ける	4	train
How_to紙ビーズを作る	3	train
How_toハグを上手にする	3	train
How_toカーフィルムを剥がす	5	train
How_toアリを駆除する	3	train
How_to金持ちになる	3	train
How_toスパゲッティを作る	3	train
How_to自分について書く	4	train
How_toJPGをPDFに変換する	4	train
How_to酢を使ってシャワーヘッドを洗浄する	2	train
How_to家の中にハコガメの飼育環境を作る	3	train
How_toコミュニケーション能力を高める	3	train
How_to誕生日のお祝いに応える	3	train
How_to服に染みついた血を落とす	5	train
How_to大晦日に年越しまで寝ない	3	train
How_to両親に妊娠を伝える	2	train
How_to体脂肪を燃やす	4	train
How_toYouTubeの「場所」設定を変更する	1	train
How_to鬱陶しい兄弟を止める	4	train
How_to幼児の熱を下げる	2	train
How_to髪のホットオイルトリートメント	1	train
How_to帰宅恐怖症を改善する	3	train
How_to夜間に家をこっそり抜け出す	3	train
How_to恋の駆け引きをする（ティーンエイジャー向け）	3	train
How_toシャンプーと歯磨き粉だけでスライムを作る	3	train
How_toなくした物を見つける	4	train
How_toGoogleドキュメントでPDFを編集する	1	train
How_toポップアップカードを作る	2	train
How_to飛行機で寝る	2	train
How_toヒトジラミに対処する	2	train
How_toヨガで背骨を柔らかくする	3	train
How_to花火の時に犬をなだめる	3	train
How_to紙鉄砲を作る	3	train
How_to胃潰瘍の治療	3	train
How_to妊娠を判断する	3	train
How_toパソコンからInstagramに写真を投稿する	3	train
How_toフロスティングを作る	7	train
How_to酢を作る	4	train
How_to男の子を落とす	4	train
How_to部屋の天井を高く見せる	3	train
How_to除毛クリームを使う	2	train
How_toジーンズについた血液のシミを落とす	4	train
How_to論文・レポートの付録を書く	3	train
How_to睡眠不足を解消する	3	train
How_toExcelで非表示になっている行を再表示する	3	train
How_toアクリルガッシュ絵具で絵を描く	1	train
How_to仕事を早く見つける	3	train
How_to自分のモチベーションを高める	3	train
How_toヤドカリを飼う	2	train
How_to謙虚になる	3	train
How_to後方宙返り（バク宙）をする	4	train
How_to友達を恋人にする	1	train
How_to配偶者の浮気の証拠をつかむ	4	train
How_to自家製キャンドルを作る	3	train
How_to喧嘩をする	3	train
How_to猫が庭で排泄するのを防ぐ	3	train
How_to夜間に咳を止める	3	train
How_to「ヘルズ・キッチン～地獄の厨房」で食事をする（米国内向け）	2	train
How_toiPhoneのデータ使用量を確認する	1	train
How_toケープを作る	4	train
How_to飼い猫の年齢を知る	4	train
How_top値を計算する	1	train
How_to髪に付いた塩素を落とす6つの	6	train
How_to関数の定義域を求める	6	train
How_to足やつま先のしびれを治す	3	train
How_to内ももを引き締める	4	train
How_toスキーをする	5	train
How_to女の子に好印象を与える	2	train
How_toろうそくの芯を手作りする	3	train
How_toキーボードを使って「貼り付け」する	1	train
How_to着信拒否を設定する	8	train
How_to勉強と仕事を両立する	5	train
How_to「砂時計型」の体型を手に入れる	4	train
How_to絵具で紫色を作る	2	train
How_toブラウザのクッキーを有効にする	8	train
How_to包皮環状切除を受ける	3	train
How_to透明な氷を作る	4	train
How_toGmailアカウントを作成する	2	train
How_toプラスチックレンズの眼鏡の傷を取り除く	2	train
How_toケーキを作る	4	train
How_toマニキュアを早く乾かす	2	train
How_to健康に気をつける	4	train
How_toお花紙で花を作る	3	train
How_toオーラを見る	3	train
How_to絵具で黒を作る	3	train
How_to皮膚に付着した瞬間接着剤を剥がす	2	train
How_toダイヤモンドの真贋を見分ける	5	train
How_toアイスコーヒーを作る	2	train
How_to子猫をお風呂に入れる	3	train
How_toヒマワリを鉢植えで育てる	5	train
How_to赤ちゃん連れ旅行の準備をする	3	train
How_toボールペンのインク染みを落とす	6	train
How_toリボンのほつれを防ぐ	3	train
How_to独りで幸せに暮らす	2	train
How_to介護疲れの解消	2	train
How_toビットコインを購入する	6	train
How_toGoogle_Chromeのアンインストール	4	train
How_toバナナを栽培する	4	train
How_to写真写りが良くなる	2	train
How_to玄米を炊く	4	train
How_toレズビアンになる	3	train
How_toオリンピックをオンラインで観戦する	5	train
How_toエクササイズする	6	train
How_to缶切りを使わずに缶詰を開ける	4	train
How_toSDカードの書き込み禁止を解除する	1	train
How_to失くした物を見つける	3	train
How_toタイルの目地をきれいにする	4	train
How_toワインボトルのラベルを剥がす	4	train
How_to自分が酔っているかどうかを知る	4	train
How_to豚すね肉を調理する	3	train
How_to牛乳で髪をストレートにする	1	train
How_toアニメーションを作る	6	train
How_toニキビの赤みを抑える	3	train
How_toコールド・ポーセリン（樹脂粘土）を作る	3	train
How_to授乳期に減量する	4	train
How_to犬を飼う	5	train
How_to会社の飲み会を避ける	3	train
How_toシールを作る	4	train
How_toNetflixのアカウントを作成する	3	train
How_toiPadにアプリをインストールする	2	train
How_to学習計画を立てる	3	train
